accession	W	M	obs_hotspots	obs_idr_hotspots	empirical_p_idr_enrichment
Q93098	15	2	0	0	1.0
Q93099	15	2	0	0	1.0
Q93100	15	2	0	0	1.0
Q95460	15	2	0	0	1.0
Q969D9	15	2	0	0	1.0
Q969E1	15	2	0	0	1.0
Q969E2	15	2	0	0	1.0
Q969E3	15	2	0	0	1.0
Q969E4	15	2	0	0	1.0
Q969E8	15	2	0	0	1.0
Q969F0	15	2	0	0	1.0
Q969F1	15	2	0	0	1.0
Q969F2	15	2	0	0	1.0
Q969F8	15	2	0	0	1.0
Q969F9	15	2	0	0	1.0
Q969G2	15	2	0	0	1.0
Q969G3	15	2	0	0	1.0
Q969G5	15	2	0	0	1.0
Q969G6	15	2	0	0	1.0
Q92968	15	2	0	0	1.0
Q92973	15	2	0	0	1.0
Q92974	15	2	5	0	1.0
Q92979	15	2	0	0	1.0
Q92982	15	2	0	0	1.0
Q92985	15	2	13	0	1.0
Q92988	15	2	0	0	1.0
Q92989	15	2	0	0	1.0
Q969J2	15	2	0	0	1.0
Q969J3	15	2	0	0	1.0
Q969J5	15	2	0	0	1.0
Q969K3	15	2	0	0	1.0
Q969K4	15	2	0	0	1.0
Q969K7	15	2	0	0	1.0
Q969L2	15	2	0	0	1.0
Q969L4	15	2	0	0	1.0
Q969M1	15	2	0	0	1.0
Q969M2	15	2	0	0	1.0
Q969M3	15	2	0	0	1.0
Q969M7	15	2	0	0	1.0
Q969N2	15	2	0	0	1.0
Q969N4	15	2	0	0	1.0
Q969P0	15	2	0	0	1.0
Q969P5	15	2	0	0	1.0
Q969P6	15	2	0	0	1.0
Q969Q0	15	2	0	0	1.0
Q969Q1	15	2	0	0	1.0
Q969Q4	15	2	0	0	1.0
Q969Q5	15	2	0	0	1.0
Q969Q6	15	2	0	0	1.0
Q969R2	15	2	0	0	1.0
Q969R5	15	2	0	0	1.0
Q969G9	15	2	0	0	1.0
Q969H0	15	2	0	0	1.0
Q969H4	15	2	0	0	1.0
Q969H6	15	2	0	0	1.0
Q969H8	15	2	0	0	1.0
Q969H9	15	2	0	0	1.0
Q969I3	15	2	0	0	1.0
Q969I6	15	2	0	0	1.0
Q969R8	15	2	0	0	1.0
Q969S0	15	2	0	0	1.0
Q969S2	15	2	0	0	1.0
Q969S3	15	2	0	0	1.0
Q969S6	15	2	0	0	1.0
Q969S8	15	2	0	0	1.0
Q969S9	15	2	0	0	1.0
Q969T3	15	2	0	0	1.0
Q969V5	15	2	0	0	1.0
Q969V6	15	2	0	0	1.0
Q969W0	15	2	0	0	1.0
Q969W1	15	2	0	0	1.0
Q969W3	15	2	0	0	1.0
Q969W8	15	2	0	0	1.0
Q969W9	15	2	0	0	1.0
Q969X0	15	2	0	0	1.0
Q969X1	15	2	0	0	1.0
Q969X2	15	2	0	0	1.0
Q969X5	15	2	0	0	1.0
Q969X6	15	2	0	0	1.0
Q969Y0	15	2	0	0	1.0
Q969Y2	15	2	0	0	1.0
Q969Z0	15	2	0	0	1.0
Q969Z3	15	2	0	0	1.0
Q93070	15	2	0	0	1.0
Q93073	15	2	0	0	1.0
Q93074	15	2	0	0	1.0
Q93075	15	2	0	0	1.0
Q93077	15	2	73	0	1.0
Q93079	15	2	133	13	0.996003996003996
Q93083	15	2	0	0	1.0
Q93084	15	2	0	0	1.0
Q96A22	15	2	0	0	1.0
Q96A23	15	2	0	0	1.0
Q96A25	15	2	0	0	1.0
Q96A26	15	2	0	0	1.0
Q96A28	15	2	0	0	1.0
Q96A29	15	2	0	0	1.0
Q96A32	15	2	0	0	1.0
Q96A33	15	2	0	0	1.0
Q96A35	15	2	0	0	1.0
Q96A37	15	2	0	0	1.0
Q96A44	15	2	0	0	1.0
Q96A46	15	2	0	0	1.0
Q96A47	15	2	0	0	1.0
Q96A49	15	2	0	0	1.0
Q96A54	15	2	0	0	1.0
Q96A56	15	2	0	0	1.0
Q96A57	15	2	0	0	1.0
Q96A58	15	2	0	0	1.0
Q96A59	15	2	0	0	1.0
Q96A61	15	2	0	0	1.0
Q96A65	15	2	0	0	1.0
Q96A70	15	2	0	0	1.0
Q96A72	15	2	0	0	1.0
Q96A73	15	2	0	0	1.0
Q96A83	15	2	0	0	1.0
Q96A84	15	2	0	0	1.0
Q96A98	15	2	0	0	1.0
Q96A99	15	2	0	0	1.0
Q96AA3	15	2	0	0	1.0
Q96AA8	15	2	0	0	1.0
Q96AB3	15	2	0	0	1.0
Q96AB6	15	2	0	0	1.0
Q969T4	15	2	0	0	1.0
Q969T7	15	2	0	0	1.0
Q969T9	15	2	0	0	1.0
Q969U6	15	2	0	0	1.0
Q969U7	15	2	0	0	1.0
Q969V1	15	2	0	0	1.0
Q969V3	15	2	0	0	1.0
Q969V4	15	2	0	0	1.0
Q96AH8	15	2	0	0	1.0
Q96AJ1	15	2	0	0	1.0
Q96AJ9	15	2	0	0	1.0
Q96AK3	15	2	0	0	1.0
Q96AM1	15	2	0	0	1.0
Q96AN5	15	2	0	0	1.0
Q96AP0	15	2	0	0	1.0
Q96AP4	15	2	0	0	1.0
Q96AP7	15	2	0	0	1.0
Q96AQ1	15	2	0	0	1.0
Q96AQ2	15	2	0	0	1.0
Q96AQ6	15	2	0	0	1.0
Q96AQ7	15	2	0	0	1.0
Q96AQ8	15	2	0	0	1.0
Q96AQ9	15	2	0	0	1.0
Q96AT1	15	2	0	0	1.0
Q96AT9	15	2	0	0	1.0
Q96AV8	15	2	0	0	1.0
Q96AW1	15	2	0	0	1.0
Q96AX1	15	2	0	0	1.0
Q96AX2	15	2	0	0	1.0
Q96AX9	15	2	0	0	1.0
Q96AY2	15	2	0	0	1.0
Q96AY3	15	2	0	0	1.0
Q96AC1	15	2	0	0	1.0
Q96AC6	15	2	0	0	1.0
Q96AD5	15	2	0	0	1.0
Q96AE4	15	2	0	0	1.0
Q96AE7	15	2	0	0	1.0
Q96AG3	15	2	0	0	1.0
Q96AG4	15	2	0	0	1.0
Q96AH0	15	2	0	0	1.0
Q92990	15	2	0	0	1.0
Q92993	15	2	38	0	1.0
Q92994	15	2	0	0	1.0
Q92995	15	2	0	0	1.0
Q92997	15	2	44	0	1.0
Q93008	15	2	0	0	1.0
Q93009	15	2	0	0	1.0
Q93015	15	2	0	0	1.0
Q96B70	15	2	0	0	1.0
Q96B77	15	2	0	0	1.0
Q96B86	15	2	0	0	1.0
Q96B96	15	2	0	0	1.0
Q96B97	15	2	0	0	1.0
Q96BA8	15	2	0	0	1.0
Q96BD0	15	2	0	0	1.0
Q96BD5	15	2	0	0	1.0
Q96B26	15	2	0	0	1.0
Q96B33	15	2	0	0	1.0
Q96B36	15	2	6	0	1.0
Q96B42	15	2	0	0	1.0
Q96B45	15	2	0	0	1.0
Q96B49	15	2	0	0	1.0
Q96B54	15	2	0	0	1.0
Q96B67	15	2	0	0	1.0
Q96BJ3	15	2	0	0	1.0
Q96BJ8	15	2	0	0	1.0
Q96BK5	15	2	0	0	1.0
Q96BM0	15	2	0	0	1.0
Q96BM1	15	2	0	0	1.0
Q96BM9	15	2	0	0	1.0
Q96BN2	15	2	0	0	1.0
Q96BN6	15	2	0	0	1.0
Q969Z4	15	2	0	0	1.0
Q96A00	15	2	0	0	1.0
Q96A04	15	2	0	0	1.0
Q96A05	15	2	0	0	1.0
Q96A08	15	2	70	0	1.0
Q96A09	15	2	0	0	1.0
Q96A11	15	2	0	0	1.0
Q96A19	15	2	0	0	1.0
Q96AY4	15	2	0	0	1.0
Q96AZ1	15	2	0	0	1.0
Q96AZ6	15	2	0	0	1.0
Q96B01	15	2	0	0	1.0
Q96B02	15	2	0	0	1.0
Q96B18	15	2	0	0	1.0
Q96B21	15	2	0	0	1.0
Q96B23	15	2	0	0	1.0
Q96BW1	15	2	0	0	1.0
Q96BW5	15	2	0	0	1.0
Q96BW9	15	2	0	0	1.0
Q96BX8	15	2	0	0	1.0
Q96BY2	15	2	0	0	1.0
Q96BY6	15	2	0	0	1.0
Q96BY7	15	2	0	0	1.0
Q96BY9	15	2	0	0	1.0
Q96BZ4	15	2	0	0	1.0
Q96BZ8	15	2	0	0	1.0
Q96BZ9	15	2	0	0	1.0
Q96C00	15	2	0	0	1.0
Q96C01	15	2	0	0	1.0
Q96C03	15	2	0	0	1.0
Q96C10	15	2	0	0	1.0
Q96C11	15	2	0	0	1.0
Q96C12	15	2	0	0	1.0
Q96C19	15	2	0	0	1.0
Q96C23	15	2	0	0	1.0
Q96C24	15	2	0	0	1.0
Q96C28	15	2	0	0	1.0
Q96C34	15	2	0	0	1.0
Q96C36	15	2	0	0	1.0
Q96C45	15	2	0	0	1.0
Q96C55	15	2	0	0	1.0
Q96C57	15	2	0	0	1.0
Q96C74	15	2	0	0	1.0
Q96C86	15	2	0	0	1.0
Q96C90	15	2	0	0	1.0
Q96C92	15	2	0	0	1.0
Q96CA5	15	2	0	0	1.0
Q96CB5	15	2	0	0	1.0
Q96BR6	15	2	0	0	1.0
Q96BR9	15	2	0	0	1.0
Q96BS2	15	2	0	0	1.0
Q96BT1	15	2	0	0	1.0
Q96BT3	15	2	0	0	1.0
Q96BT7	15	2	0	0	1.0
Q96BU1	15	2	0	0	1.0
Q96BV0	15	2	0	0	1.0
Q96CG8	15	2	0	0	1.0
Q96CH1	15	2	0	0	1.0
Q96CJ1	15	2	0	0	1.0
Q96CK0	15	2	0	0	1.0
Q96CM3	15	2	0	0	1.0
Q96CM4	15	2	0	0	1.0
Q96CM8	15	2	0	0	1.0
Q96CN4	15	2	0	0	1.0
Q96BD6	15	2	0	0	1.0
Q96BD8	15	2	0	0	1.0
Q96BF3	15	2	0	0	1.0
Q96BF6	15	2	0	0	1.0
Q96BH1	15	2	0	0	1.0
Q96BH3	15	2	0	0	1.0
Q96BI1	15	2	0	0	1.0
Q96BI3	15	2	0	0	1.0
Q96BN8	15	2	0	0	1.0
Q96BP2	15	2	0	0	1.0
Q96BP3	15	2	0	0	1.0
Q96BQ1	15	2	0	0	1.0
Q96BQ3	15	2	0	0	1.0
Q96BQ5	15	2	0	0	1.0
Q96BR1	15	2	0	0	1.0
Q96BR5	15	2	0	0	1.0
Q96CW5	15	2	0	0	1.0
Q96CW6	15	2	0	0	1.0
Q96CW9	15	2	0	0	1.0
Q96CX2	15	2	0	0	1.0
Q96CX3	15	2	0	0	1.0
Q96CX6	15	2	0	0	1.0
Q96D03	15	2	0	0	1.0
Q96D05	15	2	0	0	1.0
Q96CN5	15	2	0	0	1.0
Q96CN7	15	2	0	0	1.0
Q96CN9	15	2	0	0	1.0
Q96CP2	15	2	0	0	1.0
Q96CP6	15	2	0	0	1.0
Q96CP7	15	2	0	0	1.0
Q96CQ1	15	2	0	0	1.0
Q96CS2	15	2	0	0	1.0
Q96D09	15	2	0	0	1.0
Q96D15	15	2	0	0	1.0
Q96D21	15	2	0	0	1.0
Q96D31	15	2	0	0	1.0
Q96D42	15	2	0	0	1.0
Q96D46	15	2	0	0	1.0
Q96D53	15	2	0	0	1.0
Q96D59	15	2	0	0	1.0
Q96D70	15	2	0	0	1.0
Q96D71	15	2	0	0	1.0
Q96D96	15	2	0	0	1.0
Q96D98	15	2	0	0	1.0
Q96DA0	15	2	0	0	1.0
Q96DA2	15	2	0	0	1.0
Q96DA6	15	2	0	0	1.0
Q96DB2	15	2	0	0	1.0
Q96DB5	15	2	0	0	1.0
Q96DB9	15	2	0	0	1.0
Q96DC7	15	2	0	0	1.0
Q96DC8	15	2	0	0	1.0
Q96DC9	15	2	0	0	1.0
Q96DD0	15	2	0	0	1.0
Q96DD7	15	2	0	0	1.0
Q96DE0	15	2	0	0	1.0
Q96DE5	15	2	0	0	1.0
Q96DE9	15	2	0	0	1.0
Q96DF8	15	2	0	0	1.0
Q96DG6	15	2	0	0	1.0
Q96DH6	15	2	0	0	1.0
Q96DI7	15	2	0	0	1.0
Q96DL1	15	2	0	0	1.0
Q96DM1	15	2	0	0	1.0
Q96DM3	15	2	0	0	1.0
Q96DN0	15	2	0	0	1.0
Q96DN2	15	2	0	0	1.0
Q96DN5	15	2	0	0	1.0
Q96DN6	15	2	0	0	1.0
Q96DP5	15	2	0	0	1.0
Q96DR4	15	2	0	0	1.0
Q96DR5	15	2	0	0	1.0
Q96DU7	15	2	0	0	1.0
Q96DU9	15	2	0	0	1.0
Q96DV4	15	2	0	0	1.0
Q96DW6	15	2	0	0	1.0
Q96DX4	15	2	0	0	1.0
Q96DX5	15	2	0	0	1.0
Q96DX7	15	2	0	0	1.0
Q96DX8	15	2	0	0	1.0
Q96DR7	15	2	0	0	1.0
Q96DR8	15	2	0	0	1.0
Q96DS6	15	2	0	0	1.0
Q96DT0	15	2	0	0	1.0
Q96DT5	15	2	0	0	1.0
Q96DT6	15	2	0	0	1.0
Q96DT7	15	2	0	0	1.0
Q96DU3	15	2	0	0	1.0
Q96CB8	15	2	0	0	1.0
Q96CB9	15	2	0	0	1.0
Q96CC6	15	2	0	0	1.0
Q96CD0	15	2	0	0	1.0
Q96CD2	15	2	0	0	1.0
Q96CE8	15	2	0	0	1.0
Q96CF2	15	2	0	0	1.0
Q96CG3	15	2	0	0	1.0
Q96E14	15	2	0	0	1.0
Q96E16	15	2	0	0	1.0
Q96E17	15	2	0	0	1.0
Q96E22	15	2	0	0	1.0
Q96E29	15	2	0	0	1.0
Q96E35	15	2	0	0	1.0
Q96E39	15	2	0	0	1.0
Q96E40	15	2	0	0	1.0
Q96DY2	15	2	0	0	1.0
Q96DY7	15	2	0	0	1.0
Q96DZ1	15	2	0	0	1.0
Q96DZ5	15	2	0	0	1.0
Q96DZ7	15	2	0	0	1.0
Q96DZ9	15	2	0	0	1.0
Q96E09	15	2	0	0	1.0
Q96E11	15	2	0	0	1.0
Q96EH5	15	2	0	0	1.0
Q96EH8	15	2	0	0	1.0
Q96EI5	15	2	0	0	1.0
Q96EK2	15	2	0	0	1.0
Q96EK4	15	2	0	0	1.0
Q96EK5	15	2	0	0	1.0
Q96EK6	15	2	0	0	1.0
Q96EK7	15	2	0	0	1.0
Q96EK9	15	2	0	0	1.0
Q96EL1	15	2	0	0	1.0
Q96EL2	15	2	0	0	1.0
Q96EL3	15	2	0	0	1.0
Q96EM0	15	2	0	0	1.0
Q96EN8	15	2	0	0	1.0
Q96EN9	15	2	0	0	1.0
Q96EP0	15	2	0	0	1.0
Q96EP1	15	2	0	0	1.0
Q96EP5	15	2	0	0	1.0
Q96EP9	15	2	0	0	1.0
Q96EQ0	15	2	0	0	1.0
Q96EQ8	15	2	0	0	1.0
Q96ER3	15	2	0	0	1.0
Q96ER9	15	2	0	0	1.0
Q96ES6	15	2	0	0	1.0
Q96ES7	15	2	0	0	1.0
Q96ET8	15	2	0	0	1.0
Q96EU6	15	2	0	0	1.0
Q96EU7	15	2	0	0	1.0
Q96EV2	15	2	0	0	1.0
Q96EV8	15	2	0	0	1.0
Q96EW2	15	2	0	0	1.0
Q96EX1	15	2	0	0	1.0
Q96EE3	15	2	0	0	1.0
Q96EE4	15	2	0	0	1.0
Q96EF0	15	2	0	0	1.0
Q96EF6	15	2	0	0	1.0
Q96EF9	15	2	0	0	1.0
Q96EG1	15	2	0	0	1.0
Q96EG3	15	2	0	0	1.0
Q96EH3	15	2	0	0	1.0
Q96EZ4	15	2	0	0	1.0
Q96EZ8	15	2	0	0	1.0
Q96F05	15	2	0	0	1.0
Q96F07	15	2	0	0	1.0
Q96F10	15	2	0	0	1.0
Q96F15	15	2	0	0	1.0
Q96F24	15	2	0	0	1.0
Q96F25	15	2	0	0	1.0
Q96F44	15	2	0	0	1.0
Q96F45	15	2	0	0	1.0
Q96F46	15	2	0	0	1.0
Q96F63	15	2	0	0	1.0
Q96F81	15	2	0	0	1.0
Q96F83	15	2	0	0	1.0
Q96F85	15	2	0	0	1.0
Q96F86	15	2	0	0	1.0
Q96CS3	15	2	0	0	1.0
Q96CS4	15	2	0	0	1.0
Q96CS7	15	2	0	0	1.0
Q96CT2	15	2	0	0	1.0
Q96CT7	15	2	0	0	1.0
Q96CU9	15	2	0	0	1.0
Q96CV9	15	2	0	0	1.0
Q96CW1	15	2	0	0	1.0
Q96FF9	15	2	0	0	1.0
Q96FG2	15	2	0	0	1.0
Q96FH0	15	2	0	0	1.0
Q96FI4	15	2	0	0	1.0
Q96FJ0	15	2	0	0	1.0
Q96FJ2	15	2	0	0	1.0
Q96FK6	15	2	0	0	1.0
Q96FL8	15	2	0	0	1.0
Q96FL9	15	2	0	0	1.0
Q96FM1	15	2	0	0	1.0
Q96FN4	15	2	0	0	1.0
Q96FN5	15	2	0	0	1.0
Q96FN9	15	2	0	0	1.0
Q96FQ6	15	2	0	0	1.0
Q96FQ7	15	2	0	0	1.0
Q96FS4	15	2	0	0	1.0
Q96E52	15	2	0	0	1.0
Q96E66	15	2	0	0	1.0
Q96E93	15	2	0	0	1.0
Q96EA4	15	2	0	0	1.0
Q96EB1	15	2	0	0	1.0
Q96EB6	15	2	29	0	1.0
Q96EC8	15	2	0	0	1.0
Q96ED9	15	2	0	0	1.0
Q96FA3	15	2	9	0	1.0
Q96FA7	15	2	0	0	1.0
Q96FB5	15	2	0	0	1.0
Q96FC7	15	2	0	0	1.0
Q96FC9	15	2	0	0	1.0
Q96FE5	15	2	0	0	1.0
Q96FE7	15	2	0	0	1.0
Q96FF7	15	2	0	0	1.0
Q96G21	15	2	0	0	1.0
Q96G23	15	2	0	0	1.0
Q96G25	15	2	0	0	1.0
Q96G27	15	2	0	0	1.0
Q96G28	15	2	0	0	1.0
Q96G30	15	2	0	0	1.0
Q96G42	15	2	0	0	1.0
Q96G46	15	2	0	0	1.0
Q96FT7	15	2	0	0	1.0
Q96FT9	15	2	0	0	1.0
Q96FV0	15	2	0	0	1.0
Q96FV2	15	2	0	0	1.0
Q96FV3	15	2	0	0	1.0
Q96FV9	15	2	0	0	1.0
Q96FW1	15	2	0	0	1.0
Q96FX2	15	2	0	0	1.0
Q96FX7	15	2	0	0	1.0
Q96FX8	15	2	0	0	1.0
Q96FZ2	15	2	0	0	1.0
Q96FZ5	15	2	0	0	1.0
Q96FZ7	15	2	0	0	1.0
Q96G01	15	2	0	0	1.0
Q96G03	15	2	0	0	1.0
Q96G04	15	2	0	0	1.0
Q96GE6	15	2	0	0	1.0
Q96GE9	15	2	0	0	1.0
Q96GF1	15	2	0	0	1.0
Q96GG9	15	2	0	0	1.0
Q96GI7	15	2	0	0	1.0
Q96GJ1	15	2	0	0	1.0
Q96GK7	15	2	0	0	1.0
Q96GL9	15	2	0	0	1.0
Q96GC5	15	2	0	0	1.0
Q96GC6	15	2	0	0	1.0
Q96GC9	15	2	0	0	1.0
Q96GD0	15	2	0	0	1.0
Q96GD3	15	2	0	0	1.0
Q96GD4	15	2	0	0	1.0
Q96GE4	15	2	0	0	1.0
Q96GE5	15	2	0	0	1.0
Q96GR4	15	2	0	0	1.0
Q96GS4	15	2	0	0	1.0
Q96GS6	15	2	0	0	1.0
Q96GT9	15	2	0	0	1.0
Q96GU1	15	2	0	0	1.0
Q96GV9	15	2	0	0	1.0
Q96GW7	15	2	0	0	1.0
Q96GW9	15	2	0	0	1.0
Q96EX2	15	2	0	0	1.0
Q96EX3	15	2	0	0	1.0
Q96EY1	15	2	0	0	1.0
Q96EY4	15	2	0	0	1.0
Q96EY5	15	2	20	0	1.0
Q96EY7	15	2	0	0	1.0
Q96EY8	15	2	0	0	1.0
Q96EY9	15	2	0	0	1.0
Q96H12	15	2	0	0	1.0
Q96H15	15	2	0	0	1.0
Q96H20	15	2	0	0	1.0
Q96H22	15	2	0	0	1.0
Q96H35	15	2	0	0	1.0
Q96H40	15	2	0	0	1.0
Q96H55	15	2	0	0	1.0
Q96H72	15	2	0	0	1.0
Q96H78	15	2	0	0	1.0
Q96H79	15	2	0	0	1.0
Q96H86	15	2	0	0	1.0
Q96H96	15	2	0	0	1.0
Q96HA1	15	2	0	0	1.0
Q96HA4	15	2	0	0	1.0
Q96HA7	15	2	0	0	1.0
Q96HA8	15	2	0	0	1.0
Q96GX1	15	2	0	0	1.0
Q96GX2	15	2	0	0	1.0
Q96GX5	15	2	0	0	1.0
Q96GX8	15	2	0	0	1.0
Q96GX9	15	2	0	0	1.0
Q96GY0	15	2	0	0	1.0
Q96GY3	15	2	0	0	1.0
Q96GZ6	15	2	0	0	1.0
Q96HF1	15	2	0	0	1.0
Q96HG1	15	2	0	0	1.0
Q96HH4	15	2	0	0	1.0
Q96HH6	15	2	0	0	1.0
Q96HH9	15	2	0	0	1.0
Q96HI0	15	2	0	0	1.0
Q96HJ3	15	2	0	0	1.0
Q96HJ5	15	2	0	0	1.0
Q96HJ9	15	2	0	0	1.0
Q96HL8	15	2	0	0	1.0
Q96HM7	15	2	0	0	1.0
Q96HN2	15	2	0	0	1.0
Q96HP0	15	2	0	0	1.0
Q96HP4	15	2	0	0	1.0
Q96HP8	15	2	0	0	1.0
Q96HQ0	15	2	0	0	1.0
Q96HQ2	15	2	0	0	1.0
Q96HR3	15	2	0	0	1.0
Q96HR8	15	2	0	0	1.0
Q96HR9	15	2	0	0	1.0
Q96HS1	15	2	0	0	1.0
Q96HT8	15	2	0	0	1.0
Q96HU1	15	2	0	0	1.0
Q96HU8	15	2	0	0	1.0
Q96GM1	15	2	0	0	1.0
Q96GM5	15	2	0	0	1.0
Q96GM8	15	2	0	0	1.0
Q96GN5	15	2	17	0	1.0
Q96GP6	15	2	0	0	1.0
Q96GQ5	15	2	0	0	1.0
Q96GQ7	15	2	0	0	1.0
Q96GR2	15	2	0	0	1.0
Q96I23	15	2	0	0	1.0
Q96I24	15	2	0	0	1.0
Q96I25	15	2	0	0	1.0
Q96I27	15	2	0	0	1.0
Q96I34	15	2	0	0	1.0
Q96I36	15	2	0	0	1.0
Q96I45	15	2	0	0	1.0
Q96I51	15	2	0	0	1.0
Q96I59	15	2	0	0	1.0
Q96I76	15	2	0	0	1.0
Q96I82	15	2	0	0	1.0
Q96I99	15	2	0	0	1.0
Q96IC2	15	2	0	0	1.0
Q96ID5	15	2	0	0	1.0
Q96IF1	15	2	0	0	1.0
Q96IG2	15	2	0	0	1.0
Q96II8	15	2	0	0	1.0
Q96IJ6	15	2	0	0	1.0
Q96IK0	15	2	0	0	1.0
Q96IK1	15	2	0	0	1.0
Q96IK5	15	2	0	0	1.0
Q96IL0	15	2	0	0	1.0
Q96IM9	15	2	0	0	1.0
Q96IP4	15	2	0	0	1.0
Q96IQ7	15	2	0	0	1.0
Q96IQ9	15	2	0	0	1.0
Q96IR2	15	2	0	0	1.0
Q96IR3	15	2	0	0	1.0
Q96IR7	15	2	0	0	1.0
Q96IS3	15	2	0	0	1.0
Q96IT1	15	2	0	0	1.0
Q96IT6	15	2	0	0	1.0
Q96IU2	15	2	0	0	1.0
Q96IU4	15	2	0	0	1.0
Q96IV0	15	2	0	0	1.0
Q96IV6	15	2	0	0	1.0
Q96IW2	15	2	0	0	1.0
Q96IW7	15	2	0	0	1.0
Q96IX5	15	2	0	0	1.0
Q96IX9	15	2	0	0	1.0
Q96IY1	15	2	0	0	1.0
Q96IY4	15	2	0	0	1.0
Q96IZ0	15	2	0	0	1.0
Q96IZ2	15	2	0	0	1.0
Q96IZ5	15	2	0	0	1.0
Q96IZ6	15	2	0	0	1.0
Q96IZ7	15	2	0	0	1.0
Q96J01	15	2	0	0	1.0
Q96G61	15	2	0	0	1.0
Q96G74	15	2	35	0	1.0
Q96G75	15	2	0	0	1.0
Q96G79	15	2	0	0	1.0
Q96G91	15	2	0	0	1.0
Q96G97	15	2	0	0	1.0
Q96GA3	15	2	0	0	1.0
Q96GA7	15	2	0	0	1.0
Q96HA9	15	2	0	0	1.0
Q96HB5	15	2	0	0	1.0
Q96HC4	15	2	0	0	1.0
Q96HD1	15	2	0	0	1.0
Q96HD9	15	2	0	0	1.0
Q96HE7	15	2	0	0	1.0
Q96HE8	15	2	0	0	1.0
Q96HE9	15	2	0	0	1.0
Q96JB3	15	2	0	0	1.0
Q96JB5	15	2	0	0	1.0
Q96JB6	15	2	0	0	1.0
Q96JB8	15	2	0	0	1.0
Q96JC1	15	2	0	0	1.0
Q96JC4	15	2	0	0	1.0
Q96JC9	15	2	0	0	1.0
Q96JD6	15	2	0	0	1.0
Q96HV5	15	2	0	0	1.0
Q96HW7	15	2	0	0	1.0
Q96HY6	15	2	0	0	1.0
Q96HY7	15	2	0	0	1.0
Q96HZ4	15	2	0	0	1.0
Q96HZ7	15	2	0	0	1.0
Q96I13	15	2	0	0	1.0
Q96I15	15	2	0	0	1.0
Q96JH8	15	2	0	0	1.0
Q96JI7	15	2	0	0	1.0
Q96JJ3	15	2	0	0	1.0
Q96JJ6	15	2	0	0	1.0
Q96JJ7	15	2	0	0	1.0
Q96JK2	15	2	0	0	1.0
Q96JK4	15	2	0	0	1.0
Q96JK9	15	2	0	0	1.0
Q96JL9	15	2	0	0	1.0
Q96JM2	15	2	0	0	1.0
Q96JM3	15	2	0	0	1.0
Q96JM4	15	2	0	0	1.0
Q96JM7	15	2	0	0	1.0
Q96JN0	15	2	0	0	1.0
Q96JN2	15	2	0	0	1.0
Q96JN8	15	2	0	0	1.0
Q96JP0	15	2	0	0	1.0
Q96JP2	15	2	0	0	1.0
Q96JP5	15	2	0	0	1.0
Q96JP9	15	2	0	0	1.0
Q96JQ0	15	2	0	0	1.0
Q96JQ2	15	2	0	0	1.0
Q96JQ5	15	2	0	0	1.0
Q96JS3	15	2	0	0	1.0
Q96JT2	15	2	0	0	1.0
Q96JW4	15	2	0	0	1.0
Q96JX3	15	2	0	0	1.0
Q96JY0	15	2	0	0	1.0
Q96JY6	15	2	0	0	1.0
Q96JZ2	15	2	0	0	1.0
Q96K12	15	2	0	0	1.0
Q96K17	15	2	0	0	1.0
Q96K19	15	2	0	0	1.0
Q96K21	15	2	0	0	1.0
Q96K30	15	2	0	0	1.0
Q96K31	15	2	0	0	1.0
Q96K37	15	2	0	0	1.0
Q96K49	15	2	0	0	1.0
Q96K58	15	2	0	0	1.0
Q96K62	15	2	0	0	1.0
Q96K75	15	2	0	0	1.0
Q96K76	15	2	0	0	1.0
Q96K78	15	2	0	0	1.0
Q96K80	15	2	0	0	1.0
Q96K83	15	2	0	0	1.0
Q96KA5	15	2	0	0	1.0
Q96KB5	15	2	0	0	1.0
Q96KC2	15	2	0	0	1.0
Q96J02	15	2	0	0	1.0
Q96J42	15	2	0	0	1.0
Q96J65	15	2	0	0	1.0
Q96J66	15	2	0	0	1.0
Q96J77	15	2	0	0	1.0
Q96J84	15	2	0	0	1.0
Q96J86	15	2	0	0	1.0
Q96J87	15	2	0	0	1.0
Q96J88	15	2	0	0	1.0
Q96J92	15	2	0	0	1.0
Q96J94	15	2	0	0	1.0
Q96JA1	15	2	0	0	1.0
Q96JA3	15	2	0	0	1.0
Q96JA4	15	2	0	0	1.0
Q96JB1	15	2	0	0	1.0
Q96JB2	15	2	0	0	1.0
Q96JE7	15	2	0	0	1.0
Q96JE9	15	2	0	0	1.0
Q96JF0	15	2	0	0	1.0
Q96JF6	15	2	0	0	1.0
Q96JG6	15	2	0	0	1.0
Q96JG8	15	2	0	0	1.0
Q96JG9	15	2	0	0	1.0
Q96JH7	15	2	0	0	1.0
Q96KJ4	15	2	0	0	1.0
Q96KJ9	15	2	0	0	1.0
Q96KK3	15	2	0	0	1.0
Q96KK4	15	2	0	0	1.0
Q96KK5	15	2	72	0	1.0
Q96KM6	15	2	0	0	1.0
Q96KN1	15	2	0	0	1.0
Q96KN2	15	2	0	0	1.0
Q96KT0	15	2	0	0	1.0
Q96KT6	15	2	0	0	1.0
Q96KT7	15	2	0	0	1.0
Q96KV6	15	2	0	0	1.0
Q96KV7	15	2	0	0	1.0
Q96KW2	15	2	0	0	1.0
Q96KW9	15	2	0	0	1.0
Q96KX0	15	2	0	0	1.0
